No,carat,depth,table,x,y,z
7185,1.01,59.7,60,6.49,6.55,3.89
7186,1.15,62.2,57,6.68,6.63,4.14
7187,1.15,61.8,54,6.78,6.75,4.18
7188,0.96,59.6,59,6.36,6.42,3.81
7189,0.9,63.6,58,6.1,6.14,3.89
7190,1.01,62.4,58,6.37,6.42,3.99
7191,0.9,63.4,53,6.1,6.17,3.89
7192,0.9,62,62,6.06,6.1,3.77
7193,0.91,63.7,59,6.13,6.17,3.92
7194,0.91,63.1,60,6.13,6.17,3.88
7195,0.87,61.7,56,6.1,6.12,3.77
7196,0.87,62.1,58,6.08,6.13,3.79
7197,1.01,63.6,58,6.31,6.36,4.03
7198,0.85,63,57,6.08,5.99,3.8
7199,1.02,62.8,58,6.37,6.41,4.01
7200,1.01,61.5,61,6.39,6.45,3.95
7201,1,60,62,6.48,6.45,3.88
7202,1.04,64.1,57,6.35,6.38,4.08
7203,0.9,57.9,60,6.3,6.34,3.66
7204,1.01,60.3,59,6.45,6.42,3.88
7205,0.86,62.8,55,6.07,6.13,3.83
7206,1.21,62.4,58,6.79,6.83,4.25
7207,0.91,63.3,56,6.12,6.17,3.89
7208,0.91,58.8,59,6.34,6.39,3.74
7209,0.9,62.2,55,6.19,6.22,3.86
7210,1.04,57.6,63,6.67,6.7,3.85
7211,1.01,64,58,6.37,6.31,4.06
7212,0.9,61.7,59,6.19,6.13,3.8
7213,1.01,63.4,58,6.41,6.37,4.05
7214,1.01,64.6,55,6.29,6.25,4.05
7215,1.01,61.9,59,6.35,6.32,3.92
7216,1.01,60.2,56,6.47,6.42,3.88
7217,1.01,61.2,59,6.45,6.4,3.93
7218,1.01,58.8,62,6.59,6.54,3.86
7219,1.01,58.2,62,6.54,6.48,3.78
7220,1.1,62.6,59,6.53,6.57,4.1
7221,1.21,63.7,55,6.75,6.81,4.32
7222,0.89,60.8,56,6.22,6.25,3.79
7223,1.04,63.2,54,6.49,6.42,4.08
7224,0.91,58.3,59,6.35,6.47,3.74
7225,0.9,63.8,58,6.09,6.13,3.9
7226,1.04,57.9,58,6.72,6.68,3.88
7227,1.04,60.3,56,6.61,6.58,3.98
7228,0.8,62.6,58,5.93,5.89,3.7
7229,1.07,63.8,60,6.41,6.38,4.08
7230,0.9,61.8,56,6.18,6.24,3.84
7231,0.95,62.6,58,6.17,6.23,3.88
7232,1.01,63,54,6.35,6.41,4.02
7233,0.92,62.2,59,6.21,6.14,3.84
7234,1.01,60.2,59,6.48,6.51,3.91
7235,0.9,63.5,57,5.98,6.09,3.83
7236,0.9,63.6,58,6.12,6.08,3.88
7237,1.07,62.2,59,6.53,6.47,4.04
7238,0.9,61.3,59,6.21,6.15,3.79
7239,1.13,59.9,57,6.76,6.8,4.06
7240,1.01,63.6,58,6.29,6.35,4.02
7241,1,60,62,6.45,6.48,3.88
7242,0.73,61.5,58,5.76,5.79,3.55
7243,1.11,61.5,58,6.65,6.61,4.08
7244,1.06,62.7,57,6.53,6.48,4.08
7245,1.11,62,57,6.67,6.63,4.12
7246,1.11,61.8,58,6.66,6.61,4.1
7247,1.01,59.6,59,6.59,6.52,3.91
7248,1,61.8,57,6.36,6.45,3.96
7249,1.06,62.7,56,6.46,6.5,4.06
7250,1.18,61.3,60,6.78,6.83,4.17
7251,1.01,61,60,6.48,6.44,3.94
7252,1.01,62.7,56,6.4,6.35,4
7253,1.01,63.6,59,6.37,6.34,4.04
7254,1.01,58.8,62,6.49,6.46,3.81
7255,1.01,63.9,59,6.29,6.26,4.01
7256,1.01,64.3,59,6.33,6.26,4.05
7257,1.01,60.8,55,6.52,6.48,3.95
7258,0.7,59.2,59,5.76,5.79,3.42
7259,1.19,58.4,60,6.98,6.92,4.06
7260,0.9,61.5,56,6.24,6.18,3.82
7261,1.05,61.8,60,6.49,6.46,4
7262,1.01,64.2,58,6.31,6.33,4.06
7263,1.05,62.5,58,6.47,6.52,4.06
7264,1.03,61.6,56,6.5,6.45,3.99
7265,0.91,61.6,56,6.17,6.25,3.83
7266,0.91,61.9,56,6.18,6.22,3.84
7267,1.25,63.2,60,6.87,6.81,4.32
7268,1.03,62.4,57,6.48,6.4,4.02
7269,1.03,60.1,59,6.53,6.46,3.9
7270,1,61.4,56,6.45,6.39,3.94
7271,1.04,62,57,6.53,6.6,4.07
7272,1.04,60.9,58,6.52,6.58,3.99
7273,1.04,61.2,58,6.5,6.57,4
7274,1.04,62.9,58,6.43,6.47,4.06
7275,1,63.3,57,6.37,6.3,4.01
7276,1,60.5,59,6.54,6.49,3.94
7277,1,63.7,55,6.33,6.29,4.02
7278,1,59.8,57,6.5,6.44,3.87
7279,1,62.7,58,6.33,6.31,3.96
7280,1,63.3,58,6.34,6.3,4
7281,1,62.5,59,6.4,6.28,3.96
7282,1,61,62,6.41,6.34,3.89
7283,1,62.8,59,6.34,6.3,3.97
7284,1.25,62,61,6.86,6.84,4.25
7285,1.25,60.5,61,6.97,6.91,4.2
7286,0.9,60.5,63,6.13,6.16,3.72
7287,1.07,58.5,61,6.59,6.71,3.89
7288,1.07,59.8,60,6.65,6.7,3.99
7289,1.07,59.9,59,6.61,6.67,3.98
7290,1.1,60,60,6.7,6.73,4.03
7291,0.91,59.9,62,6.26,6.33,3.77
7292,0.91,62.8,58,6.15,6.17,3.87
7293,0.91,61.9,59,6.18,6.23,3.84
7294,0.9,62.1,59,6.13,6.17,3.82
7295,0.9,60.9,57,6.2,6.24,3.79
7296,1.05,62.3,56,6.55,6.51,4.07
7297,1.21,64,57,6.73,6.67,4.29
7298,1.1,60.5,59,6.65,6.71,4.04
7299,1.11,61.1,58,6.63,6.69,4.07
7300,1,58.5,61,6.52,6.48,3.8
7301,1,63.8,56,6.35,6.32,4.04
7302,0.9,64,58,6.07,6.02,3.87
7303,1.2,60.2,60,6.94,6.81,4.14
7304,1.05,63.2,59,6.36,6.43,4.04
7305,1,62,59,6.32,6.36,3.93
7306,0.96,59.3,58,6.49,6.43,3.83
7307,0.91,62.1,56,6.24,6.2,3.86
7308,0.84,59.9,54,6.2,6.23,3.72
7309,0.7,61.6,56,5.72,5.75,3.53
7310,0.91,65.5,57,6.01,6.11,3.97
7311,1.01,65.3,55,6.33,6.19,4.09
7312,1.13,62,59,6.62,6.66,4.12
7313,1.07,59.7,59,6.68,6.63,3.97
7314,1,62.8,57,6.31,6.37,3.98
7315,1.02,60.9,59,6.46,6.51,3.95
7316,1.02,59.8,59,6.5,6.54,3.9
7317,1.02,60,60,6.53,6.57,3.93
7318,1.02,63.1,59,6.37,6.43,4.04
7319,1.02,61.8,55,6.47,6.51,4.01
7320,1.01,60.9,59,6.39,6.45,3.91
7321,0.59,60.9,57,5.4,5.43,3.3
7322,1.01,63.1,62,6.18,6.15,3.89
7323,1.01,63.9,58,6.26,6.22,3.99
7324,0.81,62.3,58,6,5.94,3.72
7325,1.01,62.1,59,6.45,6.41,3.99
7326,0.9,61.3,60,6.19,6.14,3.78
7327,0.9,60.3,56,6.29,6.21,3.77
7328,0.9,61.9,58,6.17,6.1,3.8
7329,0.6,62.5,55,5.42,5.4,3.38
7330,0.91,63.6,60,6.11,6.03,3.86
7331,0.91,63.2,58,6.15,6.07,3.86
7332,0.91,63.4,54,6.24,6.07,3.9
7333,0.9,62.4,61,6.13,6.17,3.84
7334,0.9,61,60,6.21,6.24,3.8
7335,0.9,60.8,56,6.14,6.19,3.75
7336,1.01,62.8,61,6.31,6.37,3.98
7337,0.85,61.8,56,6.06,6.08,3.75
7338,0.91,60.5,61,6.19,6.23,3.76
7339,0.91,61.9,61,6.1,6.12,3.78
7340,0.91,62.6,58,6.14,6.17,3.85
7341,0.91,62.4,57,6.11,6.23,3.85
7342,0.91,63.5,57,6.07,6.11,3.87
7343,1.01,63.7,56,6.26,6.34,4.01
7344,1.18,61.8,58,6.83,6.7,4.19
7345,1.01,62.7,56,6.36,6.43,4.01
7346,1.14,61.5,57,6.73,6.77,4.15
7347,1.09,61.5,55,6.65,6.68,4.1
7348,1.11,61.5,59,6.61,6.56,4.05
7349,0.79,62.4,60,5.86,5.88,3.66
7350,0.96,62.1,57,6.3,6.35,3.93
7351,1,59.8,65,6.56,6.45,3.89
7352,1,58.1,63,6.6,6.52,3.81
7353,0.93,60.6,59,6.3,6.34,3.83
7354,0.93,62.6,57,6.2,6.26,3.9
7355,1.13,61.3,59,6.77,6.67,4.12
7356,1.12,60.6,55,6.76,6.73,4.09
7357,1.12,63,61,6.66,6.61,4.18
7358,0.56,62.4,56,5.24,5.28,3.28
7359,1.1,61.9,55,6.59,6.63,4.09
7360,1,63.9,58,6.26,6.32,4.02
7361,1,63.1,56,6.31,6.41,4.01
7362,1,61.5,63,6.27,6.32,3.87
7363,1,57.8,58,6.55,6.61,3.8
7364,1,63.5,59,6.32,6.35,4.02
7365,1,58.6,63,6.56,6.58,3.85
7366,1.03,61.1,59,6.51,6.58,4
7367,0.96,59.8,59,6.38,6.45,3.84
7368,0.93,61.5,57,6.3,6.26,3.86
7369,0.9,59.2,60,6.17,6.22,3.67
7370,1.01,63.2,58,6.3,6.43,4.02
7371,1.01,63.3,57,6.37,6.39,4.04
7372,1.03,62.1,55,6.46,6.51,4.03
7373,0.71,61.6,56,5.69,5.77,3.53
7374,1.12,62.1,57,6.71,6.65,4.14
7375,1.16,66.3,57,6.56,6.5,4.33
7376,1.16,62.5,58,6.73,6.67,4.19
7377,0.76,62.3,57,5.84,5.87,3.65
7378,0.76,60.6,60,5.85,5.89,3.56
7379,0.97,62.9,57,6.28,6.31,3.96
7380,0.9,63.9,57,6.08,6.03,3.87
7381,0.33,61,59,4.45,4.5,2.73
7382,0.33,61.2,55,4.46,4.52,2.75
7383,0.33,62.6,57,4.45,4.47,2.79
7384,0.33,59.4,61,4.49,4.53,2.68
7385,0.33,63,54,4.38,4.42,2.77
7386,0.33,62.1,56,4.41,4.44,2.75
7387,0.33,59.7,59,4.52,4.53,2.7
7388,0.33,62.2,56,4.44,4.47,2.77
7389,0.33,62.1,56,4.41,4.45,2.75
7390,0.33,60.2,62,4.44,4.47,2.68
7391,0.33,62,60,4.38,4.43,2.73
7392,0.33,62,57,4.44,4.47,2.76
7393,0.33,62.3,57,4.4,4.43,2.75
7394,0.33,61.5,58,4.39,4.46,2.72
7395,0.33,59.5,59,4.48,4.53,2.68
7396,0.33,60.9,58,4.46,4.5,2.73
7397,0.33,62.9,59,4.35,4.4,2.75
7398,0.33,62.3,55,4.42,4.47,2.77
7399,0.33,61.4,57,4.44,4.49,2.74
7400,0.33,62.2,59,4.41,4.47,2.76
7401,0.33,60.2,57,4.5,4.54,2.72
7402,0.33,61.9,56,4.44,4.48,2.76
7403,0.33,62.8,54,4.4,4.42,2.77
7404,0.33,62.6,58,4.36,4.4,2.74
7405,0.33,62.6,56,4.38,4.41,2.75
7406,0.33,63.3,56,4.41,4.43,2.8
7407,0.33,61.5,58,4.43,4.45,2.73
7408,0.33,61.1,58,4.43,4.47,2.72
7409,0.33,60,58,4.47,4.49,2.69
7410,0.33,60.6,60,4.41,4.44,2.68
7411,1.05,62,56,6.53,6.46,4.03
7412,1.06,60,59,6.6,6.63,3.97
7413,0.91,63.4,56,6.18,6.12,3.9
7414,1.07,62.8,57,6.54,6.49,4.09
7415,1.02,60.5,60,6.56,6.53,3.96
7416,1.1,62,59,6.58,6.61,4.09
7417,0.98,56.8,64,6.68,6.52,3.75
7418,1.02,62.7,59,6.45,6.38,4.02
7419,1.02,61.8,50,6.59,6.51,4.05
7420,1.11,62,57,6.67,6.64,4.13
7421,1,62.9,60,6.35,6.3,3.98
7422,1.02,62.7,58,6.44,6.41,4.03
7423,0.71,62.8,59,5.66,5.71,3.57
7424,0.92,61,62,6.26,6.32,3.84
7425,0.92,62.9,58,6.17,6.2,3.89
7426,0.92,61.7,62,6.2,6.12,3.8
7427,1.01,63.3,56,6.26,6.33,3.99
7428,0.86,60.6,56,6.16,6.18,3.74
7429,0.72,62,57,5.71,5.78,3.56
7430,0.91,62.8,57,6.17,6.12,3.86
7431,1.02,62.6,60,6.3,6.38,3.97
7432,0.76,61.3,57,5.87,5.9,3.61
7433,0.9,59.8,64,6.14,6.21,3.69
7434,0.93,61.4,57,6.34,6.23,3.86
7435,0.8,62.9,59,5.95,5.88,3.72
7436,0.9,64.4,53,6.08,6.04,3.9
7437,0.9,62.7,54,6.13,6.11,3.84
7438,0.93,62.8,56,6.24,6.19,3.9
7439,1.18,61.6,56,6.82,6.79,4.19
7440,1.09,61,64,6.63,6.58,4.03
7441,0.94,62.2,59,6.27,6.23,3.89
7442,0.71,62.3,55,5.68,5.72,3.55
7443,0.9,63,60,6.09,6.13,3.85
7444,0.9,64.2,56,6.02,6.1,3.89
7445,0.9,59.9,59,6.26,6.29,3.76
7446,0.92,60.7,59,6.25,6.28,3.8
7447,0.92,62.8,56,6.14,6.18,3.87
7448,1.07,58.7,64,6.64,6.68,3.91
7449,1.2,63.1,56,6.77,6.71,4.25
7450,1.02,63,57,6.36,6.3,3.99
7451,1.14,62.8,58,6.68,6.64,4.18
7452,1.14,63.7,60,6.69,6.6,4.24
7453,0.9,62.7,60,6.12,6.07,3.82
7454,0.9,64.1,57,6.07,6.04,3.88
7455,0.78,60.5,55,6,6.03,3.64
7456,1,63,60,6.34,6.24,3.97
7457,1.01,64,56,6.25,6.29,4.01
7458,0.96,57.6,59,6.53,6.56,3.77
7459,0.9,62.4,58,6.19,6.15,3.85
7460,0.9,63.5,59,6.13,6.1,3.88
7461,1.05,63,59,6.48,6.44,4.07
7462,0.9,62.9,58,6.12,6.06,3.83
7463,0.9,62.1,59,6.14,6.09,3.8
7464,0.9,63.6,59,6.11,6.06,3.87
7465,0.9,58.7,59,6.34,6.3,3.71
7466,0.9,62,56,6.22,6.19,3.85
7467,0.9,60.2,58,6.32,6.28,3.79
7468,1,60.8,59,6.44,6.38,3.9
7469,1.2,59,60,6.99,6.95,4.11
7470,1,63.1,59,6.29,6.22,3.95
7471,1,62.1,60,6.29,6.23,3.88
7472,0.71,59.2,59,5.88,5.84,3.47
7473,1.2,61.1,59,6.81,6.78,4.15
7474,1.2,63,57,6.74,6.64,4.24
7475,1,60.8,59,6.45,6.41,3.91
7476,1.1,60.4,61,6.69,6.73,4.05
7477,1.07,62,56,6.53,6.57,4.06
7478,1.07,58.9,59,6.76,6.71,3.97
7479,1.07,60.7,61,6.55,6.6,3.99
7480,1,62.8,56,6.33,6.38,3.99
7481,1.02,60.2,61,6.52,6.48,3.91
7482,0.91,61.8,60,6.22,6.18,3.83
7483,1.06,61.1,62,6.61,6.55,4.02
7484,1.02,60.4,60,6.53,6.49,3.93
7485,1.02,62.1,56,6.44,6.41,3.99
7486,1.02,63,58,6.44,6.38,4.04
7487,1.02,63.8,53,6.46,6.37,4.09
7488,1.02,62,59,6.42,6.33,3.95
7489,1.06,62.5,55,6.55,6.51,4.08
7490,1.02,59.9,59,6.59,6.56,3.94
7491,1.02,59.9,62,6.53,6.5,3.9
7492,1.01,62.5,59,6.3,6.37,3.96
7493,1.01,60.6,57,6.49,6.55,3.95
7494,1.01,62.6,54,6.4,6.45,4.02
7495,1.01,61.4,56,6.46,6.51,3.98
7496,0.91,61.5,59,6.18,6.25,3.82
7497,0.9,61.5,62,6.15,6.2,3.8
7498,1.04,61.4,57,6.52,6.47,3.99
7499,0.7,61.7,57,5.68,5.71,3.51
7500,0.79,62,56,5.9,5.93,3.67
7501,0.91,62.1,57,6.2,6.23,3.86
7502,1.04,61.6,59,6.57,6.55,4.04
7503,1.04,61,60,6.57,6.52,3.99
7504,1.05,61.3,58,6.55,6.6,4.03
7505,1.08,59.8,57,6.66,6.72,4
7506,1.05,62.5,60,6.45,6.5,4.05
7507,1.08,63.2,57,6.5,6.54,4.12
7508,1.02,60.3,59,6.5,6.53,3.93
7509,1.05,63.2,54,6.49,6.52,4.11
7510,1.05,61.6,60,6.49,6.56,4.02
7511,0.9,60.8,56,6.24,6.26,3.8
7512,0.61,62.1,56,5.43,5.46,3.38
7513,1.01,60.2,59,6.54,6.49,3.92
7514,0.9,61.8,63,6.21,6.18,3.83
7515,0.91,59.5,58,6.34,6.26,3.75
7516,1.01,60.6,61,6.35,6.39,3.86
7517,1.01,60.3,64,6.49,6.52,3.92
7518,1.01,62.7,59,6.27,6.33,3.95
7519,1.01,62.9,58,6.37,6.34,4
7520,1.01,61.8,59,6.44,6.37,3.96
7521,1.01,61.9,60,6.43,6.4,3.97
7522,1.01,61.1,59,6.54,6.46,3.97
7523,1.01,62.4,56,6.42,6.37,3.99
7524,1.01,59.9,59,6.51,6.48,3.89
7525,1.01,59.1,59,6.55,6.51,3.86
7526,1.01,58.8,58,6.62,6.57,3.88
7527,1.01,61.6,59,6.44,6.39,3.95
7528,1.01,61.5,60,6.4,6.34,3.92
7529,1.01,62,57,6.42,6.38,3.97
7530,1.01,59.9,59,6.55,6.48,3.9
7531,1.01,63.7,59,6.38,6.28,4.03
7532,0.84,60.4,62,6.15,6.1,3.7
7533,1.01,61.2,59,6.34,6.44,3.92
7534,0.76,62,56,5.84,5.87,3.63
7535,1.02,60.5,56,6.53,6.57,3.96
7536,0.92,63.4,57,6.17,6.23,3.93
7537,0.7,62.7,54,5.67,5.71,3.57
7538,1.04,62.8,55,6.41,6.48,4.05
7539,1.09,59.2,63,6.67,6.71,3.96
7540,1.01,63.5,57,6.35,6.37,4.04
7541,1.01,62.8,57,6.36,6.41,4.01
7542,1.1,63.8,56,6.53,6.48,4.15
7543,1.01,63.3,58,6.36,6.3,4.01
7544,1.02,57.7,64,6.7,6.62,3.84
7545,0.7,61.6,56,5.86,5.71,3.51
7546,0.9,60.4,59,6.27,6.24,3.78
7547,0.92,63.4,57,6.11,6.17,3.89
7548,0.96,63.2,57,6.27,6.23,3.95
7549,1.03,62,58,6.43,6.47,4
7550,1.01,62.5,60,6.34,6.39,3.98
7551,1.01,61,58,6.43,6.48,3.94
7552,1.01,62,58,6.37,6.41,3.96
7553,0.92,62.6,55,6.22,6.24,3.9
7554,1.21,62.7,56,6.81,6.78,4.26
7555,1.21,62.9,57,6.78,6.74,4.25
7556,1.01,63.4,55,6.32,6.27,3.99
7557,1.15,62.5,58,6.65,6.72,4.18
7558,1.15,61.7,60,6.7,6.78,4.16
7559,1.03,63.8,62,6.3,6.37,4.04
7560,1.12,62.4,58,6.63,6.58,4.12
7561,1.1,61.9,56,6.65,6.63,4.11
7562,0.93,60.5,57,6.37,6.32,3.84
7563,1.2,62.6,61,6.73,6.68,4.2
7564,0.9,62.1,59,6.15,6.09,3.8
7565,1.04,58.2,59,6.62,6.67,3.87
7566,1.02,63.4,54,6.37,6.43,4.06
7567,0.72,62,56,5.73,5.75,3.56
7568,0.9,63.8,61,6.07,5.99,3.85
7569,1.04,62.5,62,6.45,6.39,4.01
7570,0.73,62.2,56,5.79,5.73,3.58
7571,0.91,59.3,58,6.33,6.38,3.77
7572,0.92,60.7,58,6.27,6.39,3.84
7573,1.05,62.3,56,6.47,6.5,4.04
7574,0.9,59.8,61,6.18,6.22,3.71
7575,0.9,63.3,57,6.04,6.09,3.84
7576,0.92,63,57,6.17,6.21,3.9
7577,0.9,60,56,6.3,6.34,3.79
7578,1,62.9,56,6.36,6.42,4.02
7579,1,59.9,61,6.42,6.46,3.86
7580,1.06,62.8,56,6.47,6.52,4.08
7581,1,61.5,58,6.38,6.41,3.93
7582,1,61.6,62,6.3,6.37,3.9
7583,1.26,63.9,58,6.78,6.74,4.32
7584,1.02,61.4,56,6.52,6.47,3.99
7585,0.93,59.8,58,6.32,6.39,3.8
7586,1.13,62.6,60,6.68,6.62,4.16
7587,1,65.2,56,6.3,6.12,4.05
7588,0.91,62.1,58,6.18,6.15,3.83
7589,1.01,63.8,60,6.36,6.31,4.04
7590,0.91,63.7,64,6.09,6.03,3.86
7591,0.91,65,62,6.09,6.04,3.94
7592,1.01,65.3,57,6.33,6.23,4.1
7593,1,62.6,56,6.38,6.34,3.98
7594,1,66.4,57,6.21,6.14,4.1
7595,1,61.8,59,6.43,6.38,3.96
7596,0.91,63.6,58,6.1,6.14,3.89
7597,0.91,62.3,57,6.18,6.24,3.87
7598,1.04,58.5,61,6.63,6.68,3.89
7599,1.06,58.8,61,6.63,6.67,3.91
7600,1.01,61.8,56,6.43,6.38,3.96
7601,0.9,63.6,58,6.1,6.14,3.89
7602,0.92,63.7,57,6.11,6.14,3.9
7603,0.92,63.2,58,6.16,6.18,3.9
7604,0.92,61.4,54.6,6.25,6.29,3.85
7605,0.92,60.9,59,6.25,6.27,3.81
7606,0.73,61.9,55,5.78,5.81,3.59
7607,1,61.5,61,6.35,6.43,3.93
7608,0.84,60.4,55,6.07,6.12,3.68
7609,1.11,62.1,56,6.64,6.67,4.13
7610,1.17,62.5,57,6.8,6.71,4.22
7611,0.9,60.8,61,6.22,6.12,3.75
7612,0.9,62.2,59,6.21,6.16,3.88
7613,0.9,62.1,59,6.2,6.14,3.83
7614,1.01,60.8,61,6.45,6.5,3.94
7615,1.01,59.2,59,6.52,6.58,3.88
7616,1.01,59.8,57,6.51,6.57,3.91
7617,1.01,57.6,62,6.56,6.66,3.81
7618,1.01,61.5,56,6.36,6.42,3.93
7619,1.01,58.9,56,6.55,6.59,3.87
7620,1.01,61.8,57,6.42,6.47,3.98
7621,1.01,63.1,54,6.37,6.43,4.04
7622,1,61.2,57,6.42,6.45,3.94
7623,1.01,61.7,56,6.47,6.43,3.98
7624,0.9,62.5,55,6.17,6.21,3.87
7625,1.01,61.3,57,6.43,6.5,3.96
7626,1.01,61.5,62,6.35,6.44,3.93
7627,0.8,61.6,57,5.95,5.97,3.67
7628,1.01,64.9,58,6.17,6.22,4.02
7629,1.09,62,57,6.61,6.55,4.08
7630,0.94,62.5,58,6.26,6.18,3.89
7631,0.96,60.3,57,6.35,6.38,3.84
7632,1,65.9,62,6.09,6.02,3.99
7633,0.91,64.6,58,6.02,6.12,3.92
7634,1.11,62.6,59,6.6,6.56,4.12
7635,1,63.7,61,6.27,6.2,3.97
7636,0.93,62.7,54,6.25,6.2,3.9
7637,0.9,61.7,59,6.13,6.19,3.8
7638,1.06,60.4,59,6.56,6.61,3.98
7639,1.06,60.6,59,6.63,6.6,4.01
7640,0.91,62.3,56,6.16,6.19,3.85
7641,0.9,64.2,59,6.07,6.11,3.91
7642,0.8,62.6,58,5.89,5.93,3.7
7643,1.03,62.3,57,6.43,6.48,4.02
7644,0.9,65,58,6.03,6.06,3.93
7645,0.9,64.5,60,6.03,6.07,3.9
7646,1.21,62.4,58,6.83,6.79,4.25
7647,1.03,62.3,56,6.51,6.43,4.03
7648,1.01,60.1,59,6.45,6.39,3.86
7649,0.9,61.7,59,6.14,6.22,3.81
7650,0.9,61.9,56,6.17,6.23,3.84
7651,0.9,61.3,59,6.15,6.21,3.79
7652,0.9,60.9,59,6.18,6.24,3.78
7653,0.9,62.6,57,6.14,6.2,3.86
7654,0.9,63.6,58,6.08,6.12,3.88
7655,1,63.3,58,6.26,6.29,3.97
7656,0.9,61.7,55,6.19,6.16,3.81
7657,1.01,62.8,56,6.4,6.44,4.03
7658,1.1,62.6,59,6.57,6.53,4.1
7659,1.21,63.7,55,6.81,6.75,4.32
7660,1.21,62.6,58,6.74,6.71,4.21
7661,1.01,60.1,60,6.48,6.44,3.88
7662,1.01,63.4,54,6.42,6.39,4.06
7663,0.81,61.8,55,5.97,6.03,3.71
7664,1.06,61.8,57,6.57,6.6,4.07
7665,1.15,62.7,58,6.71,6.69,4.2
7666,1.01,63.3,57,6.39,6.31,4.02
7667,1.01,63.5,60,6.41,6.38,3.92
7668,0.83,61.3,56,6.06,6.08,3.72
7669,1.13,59.9,57,6.8,6.76,4.06
7670,1.11,61.9,59,6.58,6.64,4.09
7671,1.11,62.4,55,6.6,6.64,4.13
7672,1,59.7,58,6.48,6.55,3.89
7673,1,58,58,6.56,6.62,3.82
7674,1.09,61.7,59,6.59,6.53,4.05
7675,1.09,56.4,62,6.97,6.9,3.9
7676,1.02,61.4,55,6.51,6.48,3.99
7677,1.2,63.3,59,6.7,6.66,4.23
7678,0.74,59.2,62.6,5.85,5.87,3.47
7679,1.01,64.6,56,6.17,6.21,4
7680,1.18,61.3,60,6.83,6.78,4.17
7681,1,61.8,57,6.45,6.36,3.96
7682,1.03,62.4,58,6.5,6.42,4.03
7683,0.92,62.3,58,6.27,6.21,3.89
7684,1.03,63,59,6.43,6.4,4.04
7685,0.96,60,61,6.36,6.32,3.81
7686,1.2,62.7,60,6.73,6.67,4.21
7687,0.65,60.7,57,5.63,5.65,3.42
7688,1.1,62.2,55,6.62,6.65,4.13
7689,1.01,62.7,54,6.42,6.37,4.01
7690,0.9,58.4,61,6.33,6.38,3.71
7691,1.1,63,58,6.53,6.59,4.13
7692,1.1,62.1,58,6.59,6.61,4.1
7693,1.08,60.5,60,6.61,6.67,4.02
7694,1.14,62.1,55,6.71,6.72,4.17
7695,1.07,62.1,56,6.54,6.6,4.08
7696,1,64.9,56,6.24,6.31,4.07
7697,1.01,64.2,58,6.33,6.31,4.06
7698,1.01,64.1,60,6.21,6.16,3.97
7699,1.01,65.9,58,6.16,6.1,4.04
7700,1.01,67.2,60,6.06,6,4.05
7701,1.01,65.9,60,6.32,6.18,4.12
7702,1.01,62.3,55,6.38,6.31,3.95
7703,1.12,62.4,58,6.59,6.64,4.13
7704,1.29,66,58,6.82,6.75,4.48
7705,0.9,57.4,65,6.26,6.29,3.6
7706,1.04,62,57,6.6,6.53,4.07
7707,1.04,60.9,58,6.58,6.52,3.99
7708,1.04,62.9,58,6.47,6.43,4.06
7709,0.9,64,58,6.02,6.07,3.87
7710,1,61.9,54,6.41,6.45,3.98
7711,0.33,62,54,4.41,4.43,2.74
7712,0.33,62.5,55,4.42,4.45,2.77
7713,0.33,59.2,58,4.5,4.55,2.68
7714,0.33,61.2,55,4.46,4.49,2.74
7715,0.33,61.9,57,4.43,4.46,2.75
7716,0.32,61.5,55,4.39,4.43,2.71
7717,0.32,61.4,55,4.43,4.49,2.74
7718,0.32,61,56,4.43,4.45,2.71
7719,0.26,59.5,58,4.22,4.18,2.5
7720,0.26,62.3,56,4.1,4.08,2.55
7721,0.26,60.9,57,4.13,4.11,2.51
7722,0.26,60.1,60,4.15,4.1,2.48
7723,0.26,62.1,56,4.13,4.11,2.56
7724,0.26,60.4,58,4.19,4.15,2.52
7725,0.26,61.8,55,4.13,4.09,2.54
7726,0.26,61.9,58,4.11,4.1,2.54
7727,0.26,62,55,4.12,4.1,2.55
7728,0.35,61.6,55,4.62,4.53,2.82
7729,0.32,59.3,58,4.45,4.49,2.65
7730,0.3,63,56,4.24,4.27,2.68
7731,0.3,62,59,4.27,4.34,2.67
7732,0.3,62.6,56,4.29,4.31,2.69
7733,0.3,62.5,55,4.29,4.32,2.69
7734,0.3,61.5,56,4.34,4.38,2.68
7735,0.38,62.3,57,4.6,4.65,2.88
7736,0.34,61.9,56,4.5,4.52,2.79
7737,0.43,62,59,4.83,4.78,2.98
7738,0.31,55.9,62,4.6,4.56,2.56
7739,0.38,60.2,60,4.65,4.68,2.81
7740,0.38,62.3,56,4.58,4.63,2.87
7741,0.97,61.3,57,6.37,6.41,3.92
7742,1.07,58.5,61,6.71,6.59,3.89
7743,1.07,59.9,59,6.67,6.61,3.98
7744,1.24,60.8,57,6.98,6.94,4.23
7745,1.24,60.8,57,6.98,6.94,4.23
7746,1.07,59.8,60,6.7,6.65,3.99
7747,0.91,63.9,55,6.1,6.17,3.92
7748,0.91,59.7,55,6.33,6.36,3.79
7749,0.61,62.1,56,5.46,5.43,3.38
7750,1.03,61.9,56,6.47,6.43,3.99
7751,1.02,60.8,57,6.42,6.5,3.93
7752,1.02,62.7,56,6.37,6.43,4.01
7753,0.92,61.8,54,6.25,6.37,3.9
